CIK,Header,Product,Date,Amount
1004155,Interest Rate Swaps [Member] | Interest Expense [Member] | Cash Flow Hedging [Member],Designated as cash flow hedges,Jun  30  2016, 
1004155,Interest Rate Swaps [Member] | Interest Expense [Member] | Cash Flow Hedging [Member],Net gain (loss) reclassified from OCI,Mar  31  2016,$ 1
1004155,Interest Rate Swaps [Member] | Interest Expense [Member] | Cash Flow Hedging [Member],Net gain (loss) reclassified from OCI,Mar  31  2016,$ 1
2969,Forward Exchange Contracts [Member],Maximum Remaining Maturity of Foreign Currency Derivatives,"
Dec  31  2015 
EUR (€)",3 years
2969,Forward Exchange Contracts [Member],Maximum Remaining Maturity of Foreign Currency Derivatives,"
Dec  31  2015 
EUR (€)",3 years
2969,Forward Exchange Contracts [Member],Maximum Remaining Maturity of Foreign Currency Derivatives,"
Dec  31  2015 
EUR (€)", 
2969,Forward Exchange Contracts [Member],Maximum Remaining Maturity of Foreign Currency Derivatives,"
Dec  31  2015 
EUR (€)", 
3153,Southern Company [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Southern Company [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Southern Company [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Southern Company [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016,(3)
3153,Southern Company [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016,(2)
3153,Southern Company [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016, 
3153,Alabama Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016,(4)
3153,Alabama Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016,(6)
3153,Alabama Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016, 
3153,Alabama Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Alabama Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Alabama Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Georgia Power [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Georgia Power [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Georgia Power [Member] | Interest Rate Contract [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Georgia Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016,(1)
3153,Georgia Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016,(1)
3153,Georgia Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],Gain (Loss) Reclassified from Accumulated OCI into Income (Effective Portion),Mar  31  2016, 
3153,Gulf Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016,(5)
3153,Gulf Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016,0
3153,Gulf Power [Member] | Interest Rate Contract [Member],Gain (Loss) Recognized in OCI on Derivative (Effective Portion),Mar  31  2016, 
3153,Gulf Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Gulf Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Gulf Power [Member] | Interest Rate Contract [Member] | Interest Expense [Member],"Derivative Instruments, Gain (Loss) [Line Items]",Mar  31  2016, 
3153,Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,$ 1
3153,Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015,24
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,8
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,1
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Southern Company [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015,7
3153,Alabama Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,17
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,8
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Alabama Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Georgia Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Georgia Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015,14
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,4
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,1
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Georgia Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015,5
3153,Gulf Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,0
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,0
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Gulf Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Mississippi Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Mississippi Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, liabilities",Sep  30  2015,0
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015, 
3153,Mississippi Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, liabilities",Sep  30  2015,0
3153,Southern Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Not Designated as Hedging Instrument [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current assets [Member],"Derivatives, assets",Sep  30  2015,0
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,$ 0
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],"Derivatives, liabilities",Sep  30  2015,0
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Southern Power [Member] | Cash Flow and Fair Value Hedging [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Sep  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,11
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,7
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,8
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[1]
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,17
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[2]
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Southern Company [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,0
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,0
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,7
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[1]
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,8
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[2]
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Alabama Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,5
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,5
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred charges and assets [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,1
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[1]
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,9
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other current liabilities [Member],Energy-related derivatives,Jun  30  2015,[2]
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Georgia Power [Member] | Interest Rate Contract [Member] | Other deferred credits and liabilities [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015, 
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member],"Derivatives, Fair Value [Line Items]",Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,0
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,
3153,Cash Flow and Fair Value Hedging [Member] | Gulf Power [Member] | Interest Rate Contract [Member] | Other current assets [Member],Energy-related derivatives,Jun  30  2015,0
